Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,7,symmetric,0.31,0.4119113694541854
100% Corpus,7,symmetric,0.61,0.44054140003700126
100% Corpus,7,symmetric,0.9099999999999999,0.45498166688146335
100% Corpus,7,symmetric,symmetric,0.42608051862473334
100% Corpus,7,asymmetric,0.01,0.39366281305955986
100% Corpus,7,asymmetric,0.31,0.4034780187887018
100% Corpus,7,asymmetric,0.61,0.42360183530468004
100% Corpus,7,asymmetric,0.9099999999999999,0.45134906829875315
100% Corpus,7,asymmetric,symmetric,0.38813743532676803
100% Corpus,8,0.01,0.01,0.40331544915877504
100% Corpus,8,0.01,0.31,0.41165304177348905
100% Corpus,8,0.01,0.61,0.41421964080153567
100% Corpus,8,0.01,0.9099999999999999,0.40231179702104225
100% Corpus,8,0.01,symmetric,0.40850959401385845
100% Corpus,8,0.31,0.01,0.3576501088294839
100% Corpus,8,0.31,0.31,0.3647581840382476
100% Corpus,8,0.31,0.61,0.3567588778944575
100% Corpus,8,0.31,0.9099999999999999,0.3768513416766192
100% Corpus,8,0.31,symmetric,0.36408049020391503
100% Corpus,8,0.61,0.01,0.39535181616951215
100% Corpus,8,0.61,0.31,0.3991480226894458
100% Corpus,8,0.61,0.61,0.402005689215642
100% Corpus,8,0.61,0.9099999999999999,0.39649783787621035
100% Corpus,8,0.61,symmetric,0.40382170288443786
100% Corpus,8,0.9099999999999999,0.01,0.41360410220048066
100% Corpus,8,0.9099999999999999,0.31,0.4195154721454914
100% Corpus,8,0.9099999999999999,0.61,0.4182015947092667
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.41055712168761327
100% Corpus,8,0.9099999999999999,symmetric,0.41694372587195716
100% Corpus,8,symmetric,0.01,0.3953965260158817
100% Corpus,8,symmetric,0.31,0.41393036890882823
100% Corpus,8,symmetric,0.61,0.3961896322704951
100% Corpus,8,symmetric,0.9099999999999999,0.3991252278665653
100% Corpus,8,symmetric,symmetric,0.3969996114688776
100% Corpus,8,asymmetric,0.01,0.4025821550428058
100% Corpus,8,asymmetric,0.31,0.40286896868635197
100% Corpus,8,asymmetric,0.61,0.3974926045953379
100% Corpus,8,asymmetric,0.9099999999999999,0.39179223653433654
100% Corpus,8,asymmetric,symmetric,0.3766456971661103
100% Corpus,9,0.01,0.01,0.4072063136315383
100% Corpus,9,0.01,0.31,0.3939739716129986
100% Corpus,9,0.01,0.61,0.40190273821812117
100% Corpus,9,0.01,0.9099999999999999,0.39904963626973755
100% Corpus,9,0.01,symmetric,0.4059657826977294
100% Corpus,9,0.31,0.01,0.35634125612866335
100% Corpus,9,0.31,0.31,0.3635547631786794
100% Corpus,9,0.31,0.61,0.375334110331802
100% Corpus,9,0.31,0.9099999999999999,0.35918693117897005
100% Corpus,9,0.31,symmetric,0.35419227898894945
100% Corpus,9,0.61,0.01,0.42004017303807323
100% Corpus,9,0.61,0.31,0.4050428499464334
100% Corpus,9,0.61,0.61,0.40545897170562917
100% Corpus,9,0.61,0.9099999999999999,0.3893410587267644
100% Corpus,9,0.61,symmetric,0.398331003503792
100% Corpus,9,0.9099999999999999,0.01,0.417108988442742
100% Corpus,9,0.9099999999999999,0.31,0.4177764782771282
100% Corpus,9,0.9099999999999999,0.61,0.4099556062411443
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.41148238683499444
100% Corpus,9,0.9099999999999999,symmetric,0.42109650686380296
100% Corpus,9,symmetric,0.01,0.4241844867973431
100% Corpus,9,symmetric,0.31,0.395651475037623
100% Corpus,9,symmetric,0.61,0.38416140525368286
100% Corpus,9,symmetric,0.9099999999999999,0.40913959603370653
100% Corpus,9,symmetric,symmetric,0.4106365304710448
100% Corpus,9,asymmetric,0.01,0.4043971211829388
100% Corpus,9,asymmetric,0.31,0.42463221108042626
100% Corpus,9,asymmetric,0.61,0.3901081551045086
100% Corpus,9,asymmetric,0.9099999999999999,0.38237978197673084
100% Corpus,9,asymmetric,symmetric,0.3977795590284729
100% Corpus,10,0.01,0.01,0.388114955509007
100% Corpus,10,0.01,0.31,0.3787729534316882
100% Corpus,10,0.01,0.61,0.37238301405705193
100% Corpus,10,0.01,0.9099999999999999,0.39437762903276885
100% Corpus,10,0.01,symmetric,0.3837740533699088
100% Corpus,10,0.31,0.01,0.3585223082957157
100% Corpus,10,0.31,0.31,0.36670428076155404
100% Corpus,10,0.31,0.61,0.3653701273714013
100% Corpus,10,0.31,0.9099999999999999,0.3611117745405445
100% Corpus,10,0.31,symmetric,0.36113436487804423
100% Corpus,10,0.61,0.01,0.41961179459130926
100% Corpus,10,0.61,0.31,0.39660707641423
100% Corpus,10,0.61,0.61,0.4062639522306865
100% Corpus,10,0.61,0.9099999999999999,0.4044563761630178
100% Corpus,10,0.61,symmetric,0.3952350027847023
100% Corpus,10,0.9099999999999999,0.01,0.4098430469637093
100% Corpus,10,0.9099999999999999,0.31,0.4217699836466643
100% Corpus,10,0.9099999999999999,0.61,0.4095944857840605
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.41090932674261194
100% Corpus,10,0.9099999999999999,symmetric,0.42355047907156623
100% Corpus,10,symmetric,0.01,0.4030142748043418
100% Corpus,10,symmetric,0.31,0.3988352122563422
100% Corpus,10,symmetric,0.61,0.4216776265862062
100% Corpus,10,symmetric,0.9099999999999999,0.35566687754929094
100% Corpus,10,symmetric,symmetric,0.4101077323601797
100% Corpus,10,asymmetric,0.01,0.39582463858806166
100% Corpus,10,asymmetric,0.31,0.4093225273759912
100% Corpus,10,asymmetric,0.61,0.4266495652165008
100% Corpus,10,asymmetric,0.9099999999999999,0.3685312249389963
100% Corpus,10,asymmetric,symmetric,0.38429077167774794
100% Corpus,11,0.01,0.01,0.3957063048662344
100% Corpus,11,0.01,0.31,0.3931865704069375
100% Corpus,11,0.01,0.61,0.3934489266009576
100% Corpus,11,0.01,0.9099999999999999,0.39974864438061664
100% Corpus,11,0.01,symmetric,0.37863075518628586
100% Corpus,11,0.31,0.01,0.36360410205225646
100% Corpus,11,0.31,0.31,0.35999895161042195
100% Corpus,11,0.31,0.61,0.3602608414404606
100% Corpus,11,0.31,0.9099999999999999,0.3638568561745132
100% Corpus,11,0.31,symmetric,0.36982390486086575
100% Corpus,11,0.61,0.01,0.3899660360545393
100% Corpus,11,0.61,0.31,0.4027491066274823
100% Corpus,11,0.61,0.61,0.42498589446557133
100% Corpus,11,0.61,0.9099999999999999,0.40809717440295046
100% Corpus,11,0.61,symmetric,0.4024668200160142
100% Corpus,11,0.9099999999999999,0.01,0.413722059873476
100% Corpus,11,0.9099999999999999,0.31,0.41707773281219696
100% Corpus,11,0.9099999999999999,0.61,0.40738231250879203
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.40833496229713095
100% Corpus,11,0.9099999999999999,symmetric,0.4170876713113859
100% Corpus,11,symmetric,0.01,0.41313936853386746
100% Corpus,11,symmetric,0.31,0.4093368057229176
100% Corpus,11,symmetric,0.61,0.4087076062211432
100% Corpus,11,symmetric,0.9099999999999999,0.4121219306211176
100% Corpus,11,symmetric,symmetric,0.3993510755028597
100% Corpus,11,asymmetric,0.01,0.3894163343215611
100% Corpus,11,asymmetric,0.31,0.40026605308425145
100% Corpus,11,asymmetric,0.61,0.4294079490833317
100% Corpus,11,asymmetric,0.9099999999999999,0.4010697019309539
100% Corpus,11,asymmetric,symmetric,0.3967590207117601
100% Corpus,12,0.01,0.01,0.4065442333454715
100% Corpus,12,0.01,0.31,0.4076762081722447
100% Corpus,12,0.01,0.61,0.41016597023302
100% Corpus,12,0.01,0.9099999999999999,0.3963684433014629
100% Corpus,12,0.01,symmetric,0.3985656991567334
100% Corpus,12,0.31,0.01,0.3488030030886206
100% Corpus,12,0.31,0.31,0.36210271678073414
100% Corpus,12,0.31,0.61,0.3564779705226575
100% Corpus,12,0.31,0.9099999999999999,0.36451368144021934
100% Corpus,12,0.31,symmetric,0.39088879026883994
100% Corpus,12,0.61,0.01,0.3912297045935524
100% Corpus,12,0.61,0.31,0.40063658718257633
100% Corpus,12,0.61,0.61,0.4027488169158914
100% Corpus,12,0.61,0.9099999999999999,0.39929578125260184
100% Corpus,12,0.61,symmetric,0.4244344523995599
100% Corpus,12,0.9099999999999999,0.01,0.4139512173082417
100% Corpus,12,0.9099999999999999,0.31,0.41830469694513306
100% Corpus,12,0.9099999999999999,0.61,0.4169939372083188
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.41090932674261194
100% Corpus,12,0.9099999999999999,symmetric,0.42365165052008064
100% Corpus,12,symmetric,0.01,0.4206171239448671
100% Corpus,12,symmetric,0.31,0.3966429682982763
100% Corpus,12,symmetric,0.61,0.4105058913921222
100% Corpus,12,symmetric,0.9099999999999999,0.42742138134865526
100% Corpus,12,symmetric,symmetric,0.3843011575074049
100% Corpus,12,asymmetric,0.01,0.3890917858610764
100% Corpus,12,asymmetric,0.31,0.4046077815081823
100% Corpus,12,asymmetric,0.61,0.38518852853344393
100% Corpus,12,asymmetric,0.9099999999999999,0.397317344020649
100% Corpus,12,asymmetric,symmetric,0.3904185595063606
100% Corpus,13,0.01,0.01,0.4045709798708817
100% Corpus,13,0.01,0.31,0.38793356369976834
100% Corpus,13,0.01,0.61,0.39184262520202917
100% Corpus,13,0.01,0.9099999999999999,0.40963690152184473
100% Corpus,13,0.01,symmetric,0.3886120503185861
100% Corpus,13,0.31,0.01,0.3576946485638395
100% Corpus,13,0.31,0.31,0.3619613823476059
100% Corpus,13,0.31,0.61,0.37192386283820333
100% Corpus,13,0.31,0.9099999999999999,0.36258729539684265
100% Corpus,13,0.31,symmetric,0.35537032861651585
100% Corpus,13,0.61,0.01,0.3912226647601832
100% Corpus,13,0.61,0.31,0.43357000640642507
100% Corpus,13,0.61,0.61,0.399315319707256
100% Corpus,13,0.61,0.9099999999999999,0.40257150936657693
100% Corpus,13,0.61,symmetric,0.42781997331135246
100% Corpus,13,0.9099999999999999,0.01,0.4119453447004139
100% Corpus,13,0.9099999999999999,0.31,0.4158491390743381
100% Corpus,13,0.9099999999999999,0.61,0.40954665398997303
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.41727142859567834
100% Corpus,13,0.9099999999999999,symmetric,0.422672893526377
100% Corpus,13,symmetric,0.01,0.4036958741333573
100% Corpus,13,symmetric,0.31,0.427852765914359
100% Corpus,13,symmetric,0.61,0.4510921736596528
100% Corpus,13,symmetric,0.9099999999999999,0.4109602350130042
100% Corpus,13,symmetric,symmetric,0.41414951598696226
100% Corpus,13,asymmetric,0.01,0.40061899552749203
100% Corpus,13,asymmetric,0.31,0.41508521078188015
100% Corpus,13,asymmetric,0.61,0.38851770803792907
100% Corpus,13,asymmetric,0.9099999999999999,0.3918251695503625
100% Corpus,13,asymmetric,symmetric,0.3856439794408572
100% Corpus,14,0.01,0.01,0.4207335621210378
100% Corpus,14,0.01,0.31,0.3846519041265585
100% Corpus,14,0.01,0.61,0.37796900704649333
100% Corpus,14,0.01,0.9099999999999999,0.4167737410996182
100% Corpus,14,0.01,symmetric,0.38502442463168624
100% Corpus,14,0.31,0.01,0.3497990415334407
100% Corpus,14,0.31,0.31,0.36009088898305286
100% Corpus,14,0.31,0.61,0.370555291222058
100% Corpus,14,0.31,0.9099999999999999,0.36547332300918683
100% Corpus,14,0.31,symmetric,0.3571027619234421
100% Corpus,14,0.61,0.01,0.42194559347214033
100% Corpus,14,0.61,0.31,0.39624395965000037
100% Corpus,14,0.61,0.61,0.4061643764509812
100% Corpus,14,0.61,0.9099999999999999,0.399159246450807
100% Corpus,14,0.61,symmetric,0.3995046761903145
100% Corpus,14,0.9099999999999999,0.01,0.4136246044102898
100% Corpus,14,0.9099999999999999,0.31,0.4158491390743381
100% Corpus,14,0.9099999999999999,0.61,0.4104512211528187
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.41171161864615796
100% Corpus,14,0.9099999999999999,symmetric,0.418678424881736
100% Corpus,14,symmetric,0.01,0.4227539438123003
100% Corpus,14,symmetric,0.31,0.4124796002163681
100% Corpus,14,symmetric,0.61,0.3909627124174639
100% Corpus,14,symmetric,0.9099999999999999,0.40082629381480633
100% Corpus,14,symmetric,symmetric,0.40217149631224924
100% Corpus,14,asymmetric,0.01,0.39508126678345834
100% Corpus,14,asymmetric,0.31,0.4226470343993329
100% Corpus,14,asymmetric,0.61,0.388816184727593
100% Corpus,14,asymmetric,0.9099999999999999,0.39414001165117607
100% Corpus,14,asymmetric,symmetric,0.38069739255841806
